 Subject           Activity                                 Measurement     Mean
      26           STANDING                 TimeBodyGyroscopicJerkMeanY -0.04090
      26           STANDING                 TimeBodyGyroscopicJerkMeanZ -0.05325
      26           STANDING               TimeBodyGyroscopicJerkStdDevX -0.97847
      26           STANDING               TimeBodyGyroscopicJerkStdDevY -0.98977
      26           STANDING               TimeBodyGyroscopicJerkStdDevZ -0.98599
      26           STANDING            TimeBodyAccelartionMagnitudeMean -0.96851
      26           STANDING          TimeBodyAccelartionMagnitudeStdDev -0.96270
      26           STANDING         TimeGravityAccelartionMagnitudeMean -0.96851
      26           STANDING       TimeGravityAccelartionMagnitudeStdDev -0.96270
      26           STANDING        TimeBodyAccelartionJerkMagnitudeMean -0.98699
      26           STANDING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98263
      26           STANDING             TimeBodyGyroscopicMagnitudeMean -0.96867
      26           STANDING           TimeBodyGyroscopicMagnitudeStdDev -0.96265
      26           STANDING         TimeBodyGyroscopicJerkMagnitudeMean -0.98854
      26           STANDING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.98425
      26           STANDING               FrequencyBodyAccelartionMeanX -0.99199
      26           STANDING               FrequencyBodyAccelartionMeanY -0.95840
      26           STANDING               FrequencyBodyAccelartionMeanZ -0.97322
      26           STANDING             FrequencyBodyAccelartionStdDevX -0.99370
      26           STANDING             FrequencyBodyAccelartionStdDevY -0.94783
      26           STANDING             FrequencyBodyAccelartionStdDevZ -0.96003
      26           STANDING           FrequencyBodyAccelartionJerkMeanX -0.99059
      26           STANDING           FrequencyBodyAccelartionJerkMeanY -0.97627
      26           STANDING           FrequencyBodyAccelartionJerkMeanZ -0.98456
      26           STANDING         FrequencyBodyAccelartionJerkStdDevX -0.99128
      26           STANDING         FrequencyBodyAccelartionJerkStdDevY -0.97735
      26           STANDING         FrequencyBodyAccelartionJerkStdDevZ -0.98743
      26           STANDING                FrequencyBodyGyroscopicMeanX -0.96936
      26           STANDING                FrequencyBodyGyroscopicMeanY -0.98389
      26           STANDING                FrequencyBodyGyroscopicMeanZ -0.97446
      26           STANDING              FrequencyBodyGyroscopicStdDevX -0.97532
      26           STANDING              FrequencyBodyGyroscopicStdDevY -0.98174
      26           STANDING              FrequencyBodyGyroscopicStdDevZ -0.97735
      26           STANDING       FrequencyBodyAccelartionMagnitudeMean -0.97061
      26           STANDING     FrequencyBodyAccelartionMagnitudeStdDev -0.96391
      26           STANDING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98288
      26           STANDING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98113
      26           STANDING        FrequencyBodyGyroscopicMagnitudeMean -0.97233
      26           STANDING      FrequencyBodyGyroscopicMagnitudeStdDev -0.96297
      26           STANDING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.98576
      26           STANDING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.98331
      26             LAYING                    TimeBodyAccelartionMeanX  0.27165
      26             LAYING                    TimeBodyAccelartionMeanY -0.01919
      26             LAYING                    TimeBodyAccelartionMeanZ -0.10500
      26             LAYING                  TimeBodyAccelartionStdDevX -0.96945
      26             LAYING                  TimeBodyAccelartionStdDevY -0.98323
      26             LAYING                  TimeBodyAccelartionStdDevZ -0.98450
      26             LAYING                 TimeGravityAccelartionMeanX -0.62131
      26             LAYING                 TimeGravityAccelartionMeanY  0.80302
      26             LAYING                 TimeGravityAccelartionMeanZ  0.61452
      26             LAYING               TimeGravityAccelartionStdDevX -0.94447
      26             LAYING               TimeGravityAccelartionStdDevY -0.98789
      26             LAYING               TimeGravityAccelartionStdDevZ -0.98408
      26             LAYING                TimeBodyAccelartionJerkMeanX  0.08665
      26             LAYING                TimeBodyAccelartionJerkMeanY  0.01244
      26             LAYING                TimeBodyAccelartionJerkMeanZ -0.00615
      26             LAYING              TimeBodyAccelartionJerkStdDevX -0.98932
      26             LAYING              TimeBodyAccelartionJerkStdDevY -0.98718
      26             LAYING              TimeBodyAccelartionJerkStdDevZ -0.98906
      26             LAYING                     TimeBodyGyroscopicMeanX -0.01707
      26             LAYING                     TimeBodyGyroscopicMeanY -0.09032
      26             LAYING                     TimeBodyGyroscopicMeanZ  0.15244
      26             LAYING                   TimeBodyGyroscopicStdDevX -0.99033
      26             LAYING                   TimeBodyGyroscopicStdDevY -0.97933
      26             LAYING                   TimeBodyGyroscopicStdDevZ -0.96930
      26             LAYING                 TimeBodyGyroscopicJerkMeanX -0.10037
      26             LAYING                 TimeBodyGyroscopicJerkMeanY -0.03967
      26             LAYING                 TimeBodyGyroscopicJerkMeanZ -0.07115
      26             LAYING               TimeBodyGyroscopicJerkStdDevX -0.99267
      26             LAYING               TimeBodyGyroscopicJerkStdDevY -0.98906
      26             LAYING               TimeBodyGyroscopicJerkStdDevZ -0.99376
      26             LAYING            TimeBodyAccelartionMagnitudeMean -0.97679
      26             LAYING          TimeBodyAccelartionMagnitudeStdDev -0.96436
      26             LAYING         TimeGravityAccelartionMagnitudeMean -0.97679
      26             LAYING       TimeGravityAccelartionMagnitudeStdDev -0.96436
      26             LAYING        TimeBodyAccelartionJerkMagnitudeMean -0.98997
      26             LAYING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98910
      26             LAYING             TimeBodyGyroscopicMagnitudeMean -0.95186
      26             LAYING           TimeBodyGyroscopicMagnitudeStdDev -0.96568
      26             LAYING         TimeBodyGyroscopicJerkMagnitudeMean -0.99220
      26             LAYING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.98992
      26             LAYING               FrequencyBodyAccelartionMeanX -0.97326
      26             LAYING               FrequencyBodyAccelartionMeanY -0.98366
      26             LAYING               FrequencyBodyAccelartionMeanZ -0.98492
      26             LAYING             FrequencyBodyAccelartionStdDevX -0.96797
      26             LAYING             FrequencyBodyAccelartionStdDevY -0.98332
      26             LAYING             FrequencyBodyAccelartionStdDevZ -0.98485
      26             LAYING           FrequencyBodyAccelartionJerkMeanX -0.98922
      26             LAYING           FrequencyBodyAccelartionJerkMeanY -0.98712
      26             LAYING           FrequencyBodyAccelartionJerkMeanZ -0.98731
      26             LAYING         FrequencyBodyAccelartionJerkStdDevX -0.99041
      26             LAYING         FrequencyBodyAccelartionJerkStdDevY -0.98824
      26             LAYING         FrequencyBodyAccelartionJerkStdDevZ -0.98937
      26             LAYING                FrequencyBodyGyroscopicMeanX -0.98839
      26             LAYING                FrequencyBodyGyroscopicMeanY -0.98313
      26             LAYING                FrequencyBodyGyroscopicMeanZ -0.97017
      26             LAYING              FrequencyBodyGyroscopicStdDevX -0.99097
      26             LAYING              FrequencyBodyGyroscopicStdDevY -0.97749
      26             LAYING              FrequencyBodyGyroscopicStdDevZ -0.97179
      26             LAYING       FrequencyBodyAccelartionMagnitudeMean -0.96927
      26             LAYING     FrequencyBodyAccelartionMagnitudeStdDev -0.96658
      26             LAYING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98914
      26             LAYING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98790
      26             LAYING        FrequencyBodyGyroscopicMagnitudeMean -0.97431
      26             LAYING      FrequencyBodyGyroscopicMagnitudeStdDev -0.96614
      26             LAYING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.99043
      26             LAYING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.98963
      27            WALKING                    TimeBodyAccelartionMeanX  0.27685
      27            WALKING                    TimeBodyAccelartionMeanY -0.01665
      27            WALKING                    TimeBodyAccelartionMeanZ -0.11282
      27            WALKING                  TimeBodyAccelartionStdDevX -0.34848
      27            WALKING                  TimeBodyAccelartionStdDevY -0.18730
      27            WALKING                  TimeBodyAccelartionStdDevZ -0.29732
      27            WALKING                 TimeGravityAccelartionMeanX  0.94476
      27            WALKING                 TimeGravityAccelartionMeanY -0.18750
      27            WALKING                 TimeGravityAccelartionMeanZ -0.12621
      27            WALKING               TimeGravityAccelartionStdDevX -0.97987
      27            WALKING               TimeGravityAccelartionStdDevY -0.97379
      27            WALKING               TimeGravityAccelartionStdDevZ -0.95659
      27            WALKING                TimeBodyAccelartionJerkMeanX  0.06843
      27            WALKING                TimeBodyAccelartionJerkMeanY  0.00161
      27            WALKING                TimeBodyAccelartionJerkMeanZ -0.02075
      27            WALKING              TimeBodyAccelartionJerkStdDevX -0.31618
      27            WALKING              TimeBodyAccelartionJerkStdDevY -0.10409
      27            WALKING              TimeBodyAccelartionJerkStdDevZ -0.40119
      27            WALKING                     TimeBodyGyroscopicMeanX -0.08559
      27            WALKING                     TimeBodyGyroscopicMeanY -0.03653
      27            WALKING                     TimeBodyGyroscopicMeanZ  0.11827
      27            WALKING                   TimeBodyGyroscopicStdDevX -0.60686
      27            WALKING                   TimeBodyGyroscopicStdDevY -0.52987
      27            WALKING                   TimeBodyGyroscopicStdDevZ -0.25012
      27            WALKING                 TimeBodyGyroscopicJerkMeanX -0.07862
      27            WALKING                 TimeBodyGyroscopicJerkMeanY -0.04770
      27            WALKING                 TimeBodyGyroscopicJerkMeanZ -0.06502
      27            WALKING               TimeBodyGyroscopicJerkStdDevX -0.52326
      27            WALKING               TimeBodyGyroscopicJerkStdDevY -0.63411
      27            WALKING               TimeBodyGyroscopicJerkStdDevZ -0.42635
      27            WALKING            TimeBodyAccelartionMagnitudeMean -0.23885
      27            WALKING          TimeBodyAccelartionMagnitudeStdDev -0.40736
      27            WALKING         TimeGravityAccelartionMagnitudeMean -0.23885
      27            WALKING       TimeGravityAccelartionMagnitudeStdDev -0.40736
      27            WALKING        TimeBodyAccelartionJerkMagnitudeMean -0.23050
      27            WALKING      TimeBodyAccelartionJerkMagnitudeStdDev -0.26614
      27            WALKING             TimeBodyGyroscopicMagnitudeMean -0.39664
      27            WALKING           TimeBodyGyroscopicMagnitudeStdDev -0.48245
      27            WALKING         TimeBodyGyroscopicJerkMagnitudeMean -0.56259
      27            WALKING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.61872
      27            WALKING               FrequencyBodyAccelartionMeanX -0.30870
      27            WALKING               FrequencyBodyAccelartionMeanY -0.13678
      27            WALKING               FrequencyBodyAccelartionMeanZ -0.31237
      27            WALKING             FrequencyBodyAccelartionStdDevX -0.36526
      27            WALKING             FrequencyBodyAccelartionStdDevY -0.26774
      27            WALKING             FrequencyBodyAccelartionStdDevZ -0.34552
      27            WALKING           FrequencyBodyAccelartionJerkMeanX -0.34548
      27            WALKING           FrequencyBodyAccelartionJerkMeanY -0.19477
      27            WALKING           FrequencyBodyAccelartionJerkMeanZ -0.38262
      27            WALKING         FrequencyBodyAccelartionJerkStdDevX -0.34661
      27            WALKING         FrequencyBodyAccelartionJerkStdDevY -0.06552
      27            WALKING         FrequencyBodyAccelartionJerkStdDevZ -0.41796
      27            WALKING                FrequencyBodyGyroscopicMeanX -0.49802
      27            WALKING                FrequencyBodyGyroscopicMeanY -0.53472
      27            WALKING                FrequencyBodyGyroscopicMeanZ -0.31818
      27            WALKING              FrequencyBodyGyroscopicStdDevX -0.64235
      27            WALKING              FrequencyBodyGyroscopicStdDevY -0.53094
      27            WALKING              FrequencyBodyGyroscopicStdDevZ -0.29785
      27            WALKING       FrequencyBodyAccelartionMagnitudeMean -0.32723
      27            WALKING     FrequencyBodyAccelartionMagnitudeStdDev -0.55039
      27            WALKING   FrequencyBodyAccelartionJerkMagnitudeMean -0.25993
      27            WALKING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.27973
      27            WALKING        FrequencyBodyGyroscopicMagnitudeMean -0.51945
      27            WALKING      FrequencyBodyGyroscopicMagnitudeStdDev -0.54689
      27            WALKING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.62329
      27            WALKING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.63924
      27   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanX  0.26577
      27   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanY -0.02010
      27   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanZ -0.12353
      27   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevX -0.29544
      27   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevY -0.09501
      27   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevZ -0.23071
